iter	Passed	Remaining
466	799	912
467	801	910
468	802	908
469	803	906
470	804	903
471	806	902
472	807	899
473	808	897
474	810	895
475	812	894
476	813	892
477	814	889
478	816	888
479	818	886
480	819	884
481	822	883
482	824	882
483	825	880
484	826	877
485	827	875
486	848	893
487	849	891
488	851	889
489	854	889
490	856	887
491	858	886
492	860	884
493	861	882
494	862	880
495	863	877
496	864	875
497	865	872
498	866	870
499	868	868
500	869	865
501	870	863
502	872	861
503	874	860
504	876	858
505	876	856
506	878	854
507	879	852
508	881	849
509	882	847
510	883	845
511	883	842
512	884	840
513	885	837
514	886	835
515	887	832
516	888	830
517	889	827
518	890	825
519	891	823
520	892	820
521	893	818
522	894	816
523	895	813
524	896	811
525	897	808
526	898	806
527	899	803
528	901	802
529	902	800
530	904	798
531	906	797
532	909	796
533	910	794
534	912	792
535	913	791
536	915	789
537	917	787
538	918	785
539	919	783
540	924	784
541	925	781
542	927	780
543	928	777
544	929	775
545	932	775
546	933	772
547	933	770
548	934	768
549	936	766
550	937	764
551	938	761
552	939	759
553	940	757
554	941	754
555	942	752
556	943	750
557	943	747
558	945	745
559	946	743
560	947	741
561	948	739
562	949	736
563	951	735
564	953	734
565	954	732
566	955	729
567	956	727
568	957	725
569	958	723
570	959	721
571	960	718
572	961	716
573	962	714
574	963	712
575	964	709
576	965	708
577	966	705
578	968	704
579	971	703
580	973	701
581	974	699
582	975	697
583	978	696
584	979	694
585	980	692
586	981	690
587	982	688
588	984	686
589	985	684
590	986	682
591	987	680
592	988	678
593	989	676
594	990	674
595	991	672
596	992	669
597	993	667
598	994	665
599	996	664
600	997	662
601	998	660
602	999	657
603	1000	655
604	1001	653
605	1001	651
606	1002	649
607	1003	646
608	1004	644
609	1005	642
610	1005	640
611	1006	638
612	1007	636
613	1009	634
614	1011	633
615	1013	631
616	1018	632
617	1020	630
618	1021	628
619	1022	626
620	1023	624
621	1024	622
622	1026	620
623	1027	619
624	1028	617
625	1029	614
626	1030	612
627	1030	610
628	1031	608
629	1032	606
630	1034	604
631	1035	602
632	1036	600
633	1036	598
634	1037	596
635	1038	594
636	1039	592
637	1040	590
638	1041	588
639	1042	586
640	1043	584
641	1044	582
642	1045	580
643	1046	578
644	1047	576
645	1048	574
646	1049	572
647	1050	570
648	1051	568
649	1052	566
650	1054	565
651	1054	563
652	1056	561
653	1057	559
654	1058	557
655	1059	555
656	1060	553
657	1061	551
658	1061	549
659	1062	547
660	1063	545
661	1064	543
662	1065	541
663	1065	539
664	1066	537
665	1067	535
666	1068	533
667	1072	532
668	1073	531
669	1074	529
670	1076	527
671	1077	525
672	1078	523
673	1082	523
674	1083	521
675	1091	523
676	1093	521
677	1095	520
678	1097	518
679	1100	517
680	1103	516
681	1104	515
682	1105	513
683	1106	511
684	1107	509
685	1108	507
686	1109	505
687	1110	503
688	1111	501
689	1112	499
690	1112	497
691	1113	495
692	1114	493
693	1115	491
694	1117	490
695	1118	488
696	1119	486
697	1120	484
698	1120	482
699	1121	480
700	1122	478
701	1124	477
702	1125	475
703	1126	473
704	1127	471
705	1127	469
706	1128	467
707	1129	466
708	1131	464
709	1133	462
710	1135	461
711	1139	460
712	1141	459
713	1143	458
714	1144	456
715	1145	454
716	1147	452
717	1148	451
718	1149	449
719	1150	447
720	1151	445
721	1153	444
722	1154	442
723	1155	440
724	1156	438
725	1157	436
726	1158	435
727	1159	433
728	1160	431
729	1161	429
730	1162	427
731	1163	425
732	1164	424
733	1165	422
734	1166	420
735	1167	418
736	1168	416
737	1169	415
738	1169	413
739	1170	411
740	1172	409
741	1173	407
742	1174	406
743	1175	404
744	1176	402
745	1176	400
746	1178	399
747	1179	397
748	1180	395
749	1181	393
750	1181	391
751	1182	390
752	1183	388
753	1186	387
754	1189	385
755	1191	384
756	1194	383
757	1195	381
758	1196	379
759	1196	377
760	1197	376
761	1199	374
762	1201	373
763	1202	371
764	1203	369
765	1204	367
766	1205	366
767	1205	364
768	1207	362
769	1208	361
770	1209	359
771	1210	357
772	1211	355
773	1212	354
774	1213	352
775	1214	350
776	1215	348
777	1216	347
778	1217	345
779	1218	343
780	1219	342
781	1220	340
782	1221	338
783	1223	337
784	1224	335
785	1225	333
786	1226	331
787	1227	330
788	1228	328
789	1229	326
790	1229	324
791	1231	323
792	1231	321
793	1232	319
794	1234	318
795	1234	316
796	1235	314
797	1236	313
798	1238	311
799	1240	310
800	1241	308
801	1243	306
802	1247	306
803	1248	304
804	1250	302
805	1251	301
806	1252	299
807	1253	297
808	1254	296
809	1255	294
810	1256	292
811	1257	291
812	1258	289
813	1259	287
814	1260	286
815	1261	284
816	1262	282
817	1263	281
818	1264	279
819	1265	277
820	1266	276
821	1267	274
822	1267	272
823	1269	271
824	1270	269
825	1271	267
826	1272	266
827	1273	264
828	1274	262
829	1275	261
830	1276	259
831	1277	257
832	1278	256
833	1279	254
834	1280	252
835	1281	251
836	1282	249
837	1283	248
838	1284	246
839	1285	244
840	1286	243
841	1287	241
842	1287	239
843	1288	238
844	1289	236
845	1290	234
846	1291	233
847	1292	231
848	1293	230
849	1294	228
850	1295	226
851	1297	225
852	1300	224
853	1302	222
854	1303	221
855	1305	219
856	1309	218
857	1311	217
858	1312	215
859	1314	213
860	1315	212
861	1316	210
862	1317	209
863	1317	207
864	1318	205
865	1319	204
866	1320	202
867	1321	200
868	1322	199
869	1323	197
870	1324	196
871	1325	194
872	1326	192
873	1327	191
874	1328	189
875	1329	188
876	1330	186
877	1331	185
878	1332	183
879	1333	181
880	1336	180
881	1340	179
882	1342	177
883	1343	176
884	1344	174
885	1346	173
886	1347	171
887	1348	170
888	1348	168
889	1349	166
890	1350	165
891	1351	163
892	1352	162
893	1353	160
894	1355	158
895	1356	157
896	1357	155
897	1358	154
898	1359	152
899	1360	151
900	1361	149
901	1362	148
902	1364	146
903	1365	144
904	1366	143
905	1367	141
906	1368	140
907	1369	138
908	1370	137
909	1371	135
910	1372	134
911	1373	132
912	1374	130
913	1375	129
914	1376	127
915	1377	126
916	1378	124
917	1379	123
918	1381	121
919	1382	120
920	1384	118
921	1385	117
922	1386	115
923	1387	114
924	1389	112
925	1392	111
926	1393	109
927	1394	108
928	1396	106
929	1400	105
930	1402	103
931	1404	102
932	1406	101
933	1408	99
934	1409	97
935	1410	96
936	1412	94
937	1413	93
938	1414	91
939	1415	90
940	1416	88
941	1418	87
942	1420	85
943	1421	84
944	1422	82
945	1423	81
946	1424	79
947	1425	78
948	1426	76
949	1428	75
950	1430	73
951	1433	72
952	1435	70
953	1437	69
954	1438	67
955	1439	66
956	1440	64
957	1441	63
958	1443	61
959	1444	60
960	1445	58
961	1446	57
962	1447	55
963	1448	54
964	1450	52
965	1451	51
966	1453	49
967	1454	48
968	1455	46
969	1456	45
970	1457	43
971	1458	42
972	1459	40
973	1460	38
974	1462	37
975	1465	36
976	1466	34
977	1470	33
978	1472	31
979	1473	30
980	1474	28
981	1476	27
982	1477	25
983	1479	24
984	1480	22
985	1481	21
986	1482	19
987	1483	18
988	1484	16
989	1486	15
990	1487	13
991	1488	12
992	1489	10
993	1490	8
994	1491	7
995	1492	5
996	1494	4
997	1495	2
998	1496	1
999	1497	0
